Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
28.0,2949.0,28.0,Chemistry,94,5.367079077014231,0,1.0,2.0,2.0,0.0,No Win
41.0,349.0,27.0,Physics,150,4.379090247009856,1,1.0,3.0,6.0,2.0,No Win
39.0,1373.0,25.0,Medicine,60,2.8077761802865226,0,1.0,1.0,14.0,0.0,No Win
32.0,1557.0,8.0,Literature,65,2.0026620187467365,1,5.0,2.0,13.0,2.0,No Win
31.0,3150.0,28.0,Peace,182,5.9813091881655485,0,1.0,3.0,7.0,3.0,No Win
32.0,1699.0,21.0,Literature,128,5.077045851211762,1,2.0,3.0,39.0,3.0,No Win
35.0,4586.0,35.0,Physics,90,7.584143454793848,0,5.0,0.0,24.0,2.0,No Win
44.0,0.0,12.0,Medicine,92,4.184477735344746,1,4.0,4.0,28.0,0.0,No Win
45.0,2526.0,20.0,Economics,75,1.0,1,0.0,1.0,34.0,2.0,No Win
47.0,4211.0,25.0,Physics,27,4.886116790782485,0,6.0,1.0,38.0,1.0,No Win
49.0,2023.0,29.0,Physics,36,2.039639239960154,1,7.0,2.0,31.0,2.0,No Win
39.0,2889.0,33.0,Medicine,120,4.661465751638494,0,1.0,2.0,29.0,1.0,No Win
58.0,876.0,26.0,Physics,69,1.6238372801365397,0,4.0,2.0,44.0,2.0,No Win
35.0,3262.0,26.0,Literature,140,1.0,0,2.0,5.0,24.0,0.0,No Win
38.0,3840.0,33.0,Economics,120,,1,1.0,1.0,2.0,0.0,No Win
41.0,1508.0,37.0,Literature,94,4.267184523829894,0,3.0,4.0,4.0,2.0,No Win
36.0,0.0,14.0,Peace,41,3.2656127641817982,0,5.0,1.0,12.0,2.0,No Win
26.0,2896.0,24.0,Medicine,81,2.548555859961712,1,3.0,1.0,7.0,2.0,No Win
48.0,639.0,33.0,Medicine,20,1.8896229802950057,0,3.0,2.0,17.0,1.0,No Win
40.0,0.0,32.0,Chemistry,63,5.844261300498093,0,1.0,2.0,21.0,2.0,No Win
41.0,2603.0,30.0,Peace,87,6.550042614276226,0,3.0,0.0,20.0,2.0,No Win
38.0,2866.0,28.0,Chemistry,146,1.0,0,5.0,1.0,21.0,1.0,No Win
45.0,1040.0,20.0,Physics,11,2.146222817297514,0,3.0,0.0,38.0,3.0,No Win
52.0,2281.0,17.0,Peace,59,5.950915944076717,0,2.0,3.0,43.0,0.0,No Win
43.0,3011.0,32.0,Physics,49,3.558378783791429,0,0.0,3.0,,0.0,No Win
42.0,696.0,21.0,Economics,72,4.974022714139777,0,3.0,1.0,29.0,0.0,No Win
33.0,4405.0,28.0,Physics,26,2.7750974942220923,0,2.0,3.0,47.0,2.0,No Win
37.0,4851.0,16.0,Economics,6,1.0,0,0.0,1.0,12.0,0.0,No Win
30.0,840.0,27.0,Chemistry,125,6.274804115143871,0,6.0,1.0,2.0,0.0,No Win
41.0,4576.0,32.0,Medicine,77,5.187307485109434,0,5.0,2.0,45.0,0.0,No Win
49.0,1343.0,28.0,Literature,129,5.351734526848803,0,4.0,5.0,23.0,0.0,No Win
40.0,2515.0,5.0,Medicine,129,4.082573250957723,0,3.0,3.0,13.0,1.0,No Win
48.0,4375.0,31.0,Economics,4,3.1975780213843668,0,2.0,0.0,48.0,1.0,No Win
44.0,2553.0,32.0,Peace,183,7.562675024790506,0,3.0,3.0,22.0,0.0,No Win
35.0,1519.0,37.0,Economics,136,4.510838805807744,0,3.0,1.0,16.0,1.0,No Win
47.0,2594.0,16.0,Peace,151,,0,0.0,2.0,32.0,1.0,No Win
43.0,603.0,17.0,Physics,133,2.6437841791104164,0,3.0,5.0,41.0,1.0,No Win
41.0,2620.0,6.0,Literature,57,2.635907189897016,1,1.0,1.0,25.0,0.0,No Win
36.0,3291.0,16.0,Peace,146,2.469323423700616,0,3.0,4.0,31.0,1.0,No Win
39.0,3744.0,13.0,Peace,150,5.677628337973067,1,6.0,2.0,47.0,2.0,No Win
32.0,2024.0,16.0,Peace,169,1.0,0,3.0,2.0,37.0,3.0,No Win
40.0,3219.0,28.0,Peace,36,4.223442873264464,1,3.0,3.0,20.0,1.0,No Win
47.0,4070.0,20.0,Physics,154,7.708010909178471,0,2.0,2.0,23.0,0.0,No Win
25.0,1512.0,36.0,Literature,114,1.0501526925105735,0,3.0,2.0,29.0,0.0,No Win
40.0,4009.0,16.0,Physics,80,1.0,0,3.0,1.0,16.0,1.0,No Win
38.0,0.0,29.0,Literature,48,3.3674446177103183,0,0.0,2.0,24.0,1.0,No Win
33.0,2839.0,33.0,Literature,170,2.223991154241163,0,1.0,3.0,42.0,0.0,No Win
31.0,3427.0,11.0,Chemistry,197,2.132962336848453,0,7.0,0.0,43.0,0.0,No Win
49.0,1239.0,37.0,Physics,107,5.134621410511905,1,4.0,3.0,44.0,0.0,No Win
47.0,0.0,14.0,Peace,191,4.939226703242634,0,4.0,1.0,23.0,0.0,No Win
43.0,875.0,23.0,Peace,14,2.356132135449786,0,,2.0,20.0,1.0,No Win
38.0,1526.0,47.0,Chemistry,21,5.917289796748431,0,4.0,2.0,4.0,1.0,Win
46.0,2311.0,6.0,Peace,183,1.991485280421489,0,2.0,2.0,4.0,0.0,No Win
42.0,2226.0,25.0,Chemistry,97,2.2624437024332202,0,4.0,5.0,27.0,0.0,No Win
48.0,0.0,52.0,Chemistry,67,1.0,0,2.0,3.0,28.0,2.0,No Win
44.0,0.0,34.0,Chemistry,139,2.6607028950469234,0,2.0,4.0,11.0,2.0,No Win
33.0,163.0,33.0,Peace,80,,0,2.0,0.0,34.0,1.0,No Win
46.0,518.0,18.0,Chemistry,178,5.359583533677084,0,1.0,0.0,34.0,0.0,No Win
30.0,1103.0,19.0,Physics,3,3.196890348018114,0,3.0,2.0,24.0,5.0,No Win
43.0,2788.0,17.0,Economics,77,3.691104218474798,0,2.0,0.0,14.0,1.0,No Win
33.0,2161.0,21.0,Physics,193,4.417470579859422,0,4.0,5.0,42.0,0.0,No Win
44.0,3365.0,14.0,Chemistry,117,1.5041845410206438,0,4.0,3.0,8.0,0.0,No Win
48.0,2936.0,27.0,Physics,64,3.649469246221993,0,4.0,1.0,34.0,0.0,No Win
35.0,3038.0,5.0,Medicine,187,5.637736438234128,0,4.0,0.0,22.0,0.0,No Win
31.0,524.0,24.0,Chemistry,187,7.019790739756401,0,2.0,0.0,9.0,3.0,No Win
40.0,1580.0,26.0,Chemistry,67,4.679676469282302,0,2.0,1.0,40.0,0.0,No Win
34.0,3039.0,33.0,Medicine,76,5.906507288909729,1,2.0,0.0,19.0,1.0,No Win
31.0,2523.0,47.0,Economics,153,4.776875093882805,1,2.0,1.0,6.0,1.0,No Win
42.0,78.0,43.0,Peace,16,1.0,0,3.0,3.0,39.0,0.0,No Win
29.0,0.0,16.0,Medicine,183,2.192883804356497,0,3.0,0.0,39.0,1.0,No Win
39.0,0.0,33.0,Physics,49,6.738438003589734,0,6.0,3.0,30.0,1.0,No Win
36.0,912.0,16.0,Literature,69,3.4212352179757586,0,1.0,1.0,24.0,1.0,No Win
36.0,3711.0,16.0,Economics,108,7.158628642665933,0,0.0,3.0,38.0,1.0,No Win
43.0,1001.0,24.0,Economics,33,1.9039153887537124,0,2.0,3.0,21.0,2.0,No Win
36.0,1687.0,9.0,Physics,103,4.41398167739195,0,2.0,0.0,49.0,1.0,No Win
35.0,1107.0,27.0,Peace,50,7.258712130994751,0,2.0,2.0,49.0,1.0,No Win
42.0,1740.0,25.0,Chemistry,107,4.778553612089316,0,4.0,3.0,44.0,1.0,No Win
38.0,197.0,14.0,Chemistry,79,5.599523324160905,1,2.0,1.0,26.0,0.0,No Win
22.0,2751.0,13.0,Chemistry,185,3.117099091461084,1,4.0,2.0,12.0,0.0,No Win
41.0,2474.0,29.0,Medicine,88,4.606477976328584,1,1.0,,12.0,0.0,No Win
45.0,935.0,24.0,Literature,149,2.3158727847446015,0,0.0,4.0,3.0,0.0,No Win
39.0,0.0,23.0,Physics,164,5.727738496433276,0,0.0,3.0,23.0,1.0,No Win
36.0,219.0,9.0,Literature,33,3.338391351249618,0,1.0,0.0,47.0,1.0,No Win
53.0,2266.0,5.0,Literature,110,6.064696723585895,0,2.0,3.0,39.0,0.0,No Win
33.0,1967.0,6.0,Peace,174,4.986276164018105,0,5.0,1.0,39.0,3.0,No Win
42.0,1594.0,26.0,Physics,20,4.702817606649929,0,0.0,5.0,12.0,0.0,No Win
43.0,3265.0,30.0,Peace,124,2.4606973581947984,0,4.0,3.0,16.0,2.0,No Win
46.0,1149.0,11.0,Medicine,110,6.864580580886287,0,5.0,1.0,39.0,1.0,No Win
47.0,823.0,17.0,Physics,24,3.52138450390801,0,3.0,3.0,21.0,2.0,No Win
48.0,1713.0,25.0,Literature,20,1.0,0,5.0,2.0,5.0,1.0,No Win
47.0,2990.0,23.0,Medicine,160,3.371885154914533,0,1.0,2.0,4.0,0.0,No Win
42.0,2382.0,40.0,Physics,41,7.473592651912423,0,6.0,2.0,48.0,0.0,No Win
35.0,3037.0,7.0,Peace,191,4.053054466916948,0,2.0,2.0,27.0,1.0,No Win
34.0,1849.0,25.0,Literature,111,2.9180595681288035,0,5.0,3.0,49.0,0.0,No Win
33.0,2264.0,20.0,Economics,79,2.5785873081099795,0,1.0,2.0,23.0,0.0,No Win
45.0,1247.0,8.0,Literature,139,5.9761448767161855,0,2.0,3.0,13.0,2.0,No Win
37.0,2327.0,24.0,Chemistry,74,6.337016854254243,1,3.0,4.0,16.0,2.0,No Win
32.0,3052.0,25.0,Chemistry,76,4.168460154331262,0,5.0,3.0,38.0,2.0,No Win
42.0,2347.0,10.0,Physics,195,1.0,0,1.0,5.0,32.0,2.0,No Win
48.0,0.0,25.0,Chemistry,120,2.2285892540542713,0,2.0,4.0,13.0,0.0,No Win
46.0,2752.0,19.0,Literature,116,5.535111481965126,0,2.0,6.0,33.0,0.0,No Win
43.0,2820.0,33.0,Physics,12,2.850883170950171,1,6.0,4.0,43.0,1.0,No Win
27.0,0.0,33.0,Literature,92,6.172495490074259,0,2.0,4.0,29.0,0.0,No Win
34.0,839.0,31.0,Physics,189,3.950026572815272,1,0.0,1.0,33.0,2.0,No Win
43.0,3488.0,7.0,Medicine,110,6.600730953243414,0,2.0,1.0,24.0,0.0,No Win
43.0,4560.0,13.0,Peace,39,3.061437775213581,0,1.0,3.0,27.0,0.0,No Win
33.0,2910.0,30.0,Economics,120,1.0,0,6.0,,14.0,0.0,No Win
41.0,3515.0,29.0,Peace,52,6.17003283907999,0,1.0,1.0,24.0,2.0,No Win
50.0,,38.0,Literature,86,6.315602097877495,0,3.0,4.0,33.0,2.0,No Win
36.0,437.0,21.0,Physics,73,1.0,0,7.0,3.0,42.0,0.0,No Win
41.0,280.0,27.0,Chemistry,174,4.490370545306608,0,2.0,6.0,41.0,1.0,No Win
40.0,2943.0,36.0,Literature,98,3.968269103954972,0,3.0,0.0,30.0,0.0,No Win
41.0,0.0,36.0,Peace,37,3.894117719403146,1,2.0,1.0,12.0,0.0,No Win
44.0,3218.0,31.0,Economics,188,5.8602688092071284,1,1.0,3.0,28.0,0.0,No Win
40.0,2507.0,24.0,Medicine,7,4.1766473522063565,0,3.0,4.0,13.0,0.0,No Win
48.0,3194.0,31.0,Medicine,179,3.722958447284495,0,3.0,3.0,42.0,3.0,No Win
46.0,3918.0,47.0,Medicine,121,3.3244749387701527,0,1.0,3.0,22.0,4.0,No Win
41.0,630.0,28.0,Literature,25,1.8499640042136907,0,3.0,2.0,15.0,1.0,No Win
41.0,2892.0,28.0,Economics,120,3.8323917183699407,0,1.0,1.0,19.0,2.0,No Win
46.0,1541.0,33.0,Economics,160,5.322528586403006,1,3.0,1.0,7.0,0.0,No Win
43.0,3940.0,29.0,Literature,65,8.075482710047549,0,4.0,2.0,16.0,2.0,Win
46.0,2780.0,32.0,Economics,136,5.404608388126682,0,1.0,2.0,15.0,1.0,No Win
50.0,0.0,26.0,Literature,2,1.0,0,6.0,1.0,5.0,2.0,No Win
36.0,4119.0,24.0,Literature,120,1.9789016840383833,0,3.0,2.0,47.0,2.0,No Win
32.0,2555.0,30.0,Economics,93,5.312605597517805,0,1.0,2.0,39.0,0.0,No Win
41.0,490.0,24.0,Chemistry,86,5.2452250773559115,0,0.0,1.0,30.0,3.0,No Win
39.0,2922.0,17.0,Physics,25,5.639417570573269,0,2.0,1.0,3.0,1.0,No Win
36.0,3001.0,15.0,Economics,30,2.2206553292765903,1,2.0,1.0,31.0,1.0,No Win
43.0,2058.0,25.0,Medicine,45,6.560243008896652,1,1.0,3.0,48.0,4.0,No Win
37.0,,27.0,Physics,137,4.850124042032495,0,6.0,2.0,33.0,1.0,No Win
54.0,4405.0,18.0,Economics,53,2.9303258538264565,1,5.0,1.0,23.0,3.0,No Win
38.0,3624.0,34.0,Chemistry,58,4.10232974972763,0,1.0,4.0,44.0,1.0,No Win
46.0,1202.0,24.0,Economics,36,1.662080500420391,0,3.0,1.0,5.0,0.0,No Win
44.0,1.0,36.0,Physics,47,4.648557112241993,0,3.0,5.0,3.0,0.0,No Win
38.0,1651.0,28.0,Economics,135,4.817217918015888,0,1.0,2.0,26.0,1.0,No Win
45.0,0.0,20.0,Peace,70,2.6928386171673395,0,2.0,2.0,20.0,1.0,No Win
27.0,2616.0,32.0,Chemistry,47,4.685834635648068,0,3.0,1.0,22.0,2.0,No Win
31.0,1909.0,37.0,Peace,147,6.825938217157278,0,7.0,3.0,2.0,2.0,No Win
40.0,2868.0,30.0,Peace,70,5.202952978408485,0,3.0,3.0,19.0,0.0,No Win
43.0,1979.0,,Chemistry,87,2.7060305091556747,1,,2.0,23.0,2.0,No Win
35.0,1289.0,18.0,Chemistry,168,5.5108735128255955,0,4.0,1.0,42.0,2.0,No Win
49.0,5433.0,15.0,Chemistry,39,1.0,1,5.0,1.0,47.0,0.0,No Win
39.0,1868.0,16.0,Economics,77,4.335461107714427,0,3.0,2.0,36.0,1.0,No Win
34.0,3356.0,43.0,Chemistry,97,1.0,0,3.0,2.0,33.0,0.0,No Win
44.0,1055.0,14.0,Peace,191,2.017412320535093,0,2.0,0.0,15.0,0.0,No Win
36.0,86.0,41.0,Medicine,73,6.724669464865054,0,3.0,2.0,28.0,5.0,No Win
33.0,2467.0,22.0,Economics,90,4.158799650805989,0,1.0,3.0,42.0,2.0,No Win
49.0,330.0,37.0,Literature,125,1.1605908968325966,0,5.0,2.0,9.0,1.0,No Win
45.0,965.0,8.0,Economics,54,2.8649090556506085,1,1.0,4.0,15.0,1.0,No Win
41.0,917.0,28.0,Peace,192,3.5710283934576026,0,1.0,1.0,11.0,1.0,No Win
30.0,600.0,13.0,Physics,82,2.2798503975924604,0,2.0,2.0,23.0,0.0,No Win
37.0,3227.0,9.0,Physics,43,3.888982989714383,0,5.0,1.0,3.0,0.0,No Win
39.0,2946.0,36.0,Physics,97,2.9406172773163224,0,5.0,2.0,8.0,1.0,No Win
38.0,1015.0,27.0,Medicine,124,4.070185782230466,1,5.0,3.0,11.0,1.0,No Win
44.0,1468.0,11.0,Physics,178,4.527589949435663,1,3.0,4.0,34.0,1.0,No Win
42.0,294.0,22.0,Literature,54,3.175702799448571,0,4.0,2.0,12.0,1.0,No Win
36.0,2462.0,6.0,Literature,144,2.7168522867766227,0,1.0,2.0,3.0,0.0,No Win
38.0,1998.0,32.0,Physics,25,5.162405084004563,0,3.0,0.0,2.0,0.0,No Win
41.0,4065.0,40.0,Medicine,165,3.509062385962384,0,2.0,4.0,31.0,1.0,No Win
49.0,1094.0,18.0,Literature,67,3.5234842826651733,0,4.0,3.0,19.0,1.0,No Win
40.0,2733.0,38.0,Economics,120,1.0,0,6.0,0.0,22.0,2.0,No Win
43.0,2448.0,39.0,Literature,42,2.0545068527571355,0,2.0,1.0,13.0,1.0,No Win
43.0,0.0,34.0,Chemistry,31,3.5939567167835764,0,6.0,2.0,7.0,0.0,No Win
50.0,1141.0,39.0,Literature,118,1.0,0,4.0,4.0,4.0,2.0,Win
39.0,3998.0,26.0,Peace,152,6.238170227569538,0,3.0,2.0,33.0,1.0,No Win
42.0,194.0,29.0,Economics,92,5.051899922092636,0,2.0,3.0,34.0,1.0,No Win
28.0,3123.0,11.0,Medicine,185,4.66160102538976,1,6.0,0.0,47.0,0.0,No Win
42.0,2701.0,16.0,Literature,87,6.040403369993646,0,2.0,2.0,40.0,1.0,No Win
44.0,2327.0,18.0,Peace,7,2.931739899778062,0,3.0,2.0,15.0,0.0,No Win
40.0,3333.0,30.0,Peace,40,1.0,0,3.0,1.0,45.0,0.0,No Win
47.0,376.0,25.0,Economics,24,1.0,0,3.0,2.0,40.0,2.0,No Win
45.0,889.0,22.0,Physics,79,2.840570560552006,0,5.0,1.0,49.0,1.0,No Win
41.0,2635.0,5.0,Physics,121,2.842391784745445,0,3.0,2.0,9.0,3.0,No Win
46.0,2644.0,18.0,Physics,30,5.1284357327570245,0,3.0,0.0,21.0,2.0,No Win
38.0,0.0,17.0,Peace,5,1.6967778528490438,0,3.0,1.0,5.0,0.0,No Win
40.0,2330.0,23.0,Economics,32,2.9819461612178717,0,1.0,3.0,9.0,0.0,No Win
44.0,723.0,33.0,Peace,4,2.073502723685376,0,4.0,3.0,39.0,,No Win
39.0,2271.0,11.0,Peace,126,3.8278867276754216,0,6.0,2.0,12.0,1.0,No Win
44.0,2648.0,26.0,Literature,189,3.8351800151152706,0,7.0,3.0,47.0,1.0,No Win
49.0,1394.0,18.0,Chemistry,165,1.1947241917067855,0,3.0,,41.0,1.0,No Win
30.0,2181.0,32.0,Medicine,171,4.11202287866237,0,5.0,0.0,14.0,1.0,No Win
41.0,2944.0,29.0,Peace,87,4.44056569752854,0,1.0,0.0,39.0,3.0,No Win
40.0,0.0,37.0,Economics,184,7.727412938252712,0,4.0,2.0,11.0,1.0,No Win
36.0,1833.0,24.0,Chemistry,183,1.9207959330092157,0,4.0,1.0,17.0,0.0,No Win
30.0,0.0,17.0,Peace,93,3.156433471251326,0,2.0,1.0,25.0,0.0,No Win
36.0,0.0,19.0,Physics,33,3.6197719987478507,0,3.0,1.0,7.0,1.0,No Win
29.0,1022.0,23.0,Medicine,55,2.7466120859185685,0,1.0,3.0,17.0,4.0,No Win
35.0,3856.0,26.0,Medicine,85,3.5914104599471397,0,5.0,0.0,24.0,2.0,No Win
45.0,3599.0,20.0,Physics,11,1.7169406944753023,1,,2.0,45.0,0.0,No Win
42.0,3137.0,33.0,Medicine,151,5.5565659722619865,0,4.0,0.0,3.0,2.0,No Win
37.0,2081.0,5.0,Literature,43,3.6145567494496826,0,3.0,0.0,45.0,2.0,No Win
41.0,0.0,30.0,Chemistry,40,5.324548745549041,0,,1.0,11.0,3.0,No Win
35.0,0.0,5.0,Chemistry,193,3.2474369626313613,0,2.0,0.0,1.0,1.0,No Win
42.0,2570.0,22.0,Economics,61,3.6830308275586923,0,2.0,0.0,48.0,1.0,No Win
48.0,2883.0,44.0,Literature,89,4.017780784616946,0,5.0,2.0,5.0,2.0,No Win
36.0,4258.0,23.0,Economics,81,6.927008823048739,0,1.0,5.0,11.0,1.0,No Win
36.0,0.0,19.0,Literature,27,5.398324735676865,0,3.0,2.0,48.0,1.0,No Win
38.0,1884.0,18.0,Chemistry,125,4.634511895358687,0,1.0,4.0,2.0,0.0,No Win
36.0,1591.0,18.0,Physics,63,3.6376222912544445,1,1.0,2.0,32.0,0.0,No Win
48.0,1600.0,17.0,Medicine,107,4.342017492066958,0,4.0,1.0,46.0,2.0,No Win
32.0,3469.0,13.0,Literature,114,2.74353099508987,0,3.0,1.0,6.0,1.0,No Win
32.0,0.0,48.0,Chemistry,31,4.533113661335068,0,2.0,0.0,44.0,0.0,No Win
46.0,1704.0,25.0,Economics,28,4.368750836533085,0,2.0,1.0,7.0,0.0,No Win
41.0,1089.0,19.0,Medicine,28,1.0,0,4.0,3.0,27.0,0.0,No Win
40.0,2699.0,43.0,Economics,189,3.8655401108919483,1,4.0,1.0,45.0,1.0,No Win
41.0,67.0,36.0,Peace,52,5.133985194336632,1,5.0,1.0,1.0,4.0,No Win
46.0,2760.0,38.0,Literature,65,2.837194704338005,1,,4.0,17.0,1.0,No Win
44.0,2698.0,15.0,Chemistry,192,2.6994284858939404,0,4.0,5.0,8.0,1.0,No Win
47.0,250.0,26.0,Chemistry,191,5.232138241379342,0,4.0,2.0,35.0,0.0,No Win
54.0,1457.0,19.0,Chemistry,145,5.7603003106255315,0,4.0,5.0,13.0,2.0,No Win
51.0,2113.0,20.0,Literature,140,4.192471823858707,0,1.0,4.0,22.0,2.0,No Win
47.0,1616.0,24.0,Physics,66,2.015287882072924,0,2.0,0.0,2.0,0.0,No Win
50.0,6309.0,31.0,Peace,100,3.2196345656110865,0,2.0,1.0,14.0,0.0,No Win
41.0,890.0,21.0,Physics,148,3.2172655692374326,0,4.0,1.0,9.0,0.0,No Win
41.0,0.0,26.0,Medicine,25,4.800701215712552,0,2.0,3.0,11.0,0.0,No Win
42.0,2161.0,16.0,Medicine,115,4.314012868499761,0,5.0,6.0,46.0,2.0,No Win
42.0,4670.0,14.0,Chemistry,13,3.928180209964985,0,2.0,0.0,30.0,0.0,No Win
39.0,0.0,21.0,Economics,15,4.75941559651211,1,2.0,1.0,43.0,0.0,No Win
44.0,1517.0,21.0,Economics,138,2.121835206644401,0,0.0,4.0,40.0,1.0,Win
32.0,2674.0,26.0,Peace,12,3.993604751524045,0,2.0,0.0,40.0,1.0,No Win
41.0,1613.0,16.0,Peace,185,6.661194547404447,0,5.0,2.0,32.0,1.0,No Win
33.0,2094.0,30.0,Medicine,142,3.821026845061322,0,3.0,5.0,37.0,0.0,No Win
36.0,0.0,44.0,Medicine,136,7.2638955839702115,0,3.0,3.0,7.0,3.0,No Win
46.0,2548.0,5.0,Peace,57,2.6731159295185183,0,4.0,2.0,47.0,2.0,No Win
45.0,379.0,22.0,Chemistry,83,6.821631625795236,0,3.0,3.0,30.0,0.0,No Win
35.0,2688.0,18.0,Physics,52,6.943134735187179,1,3.0,5.0,19.0,0.0,No Win
39.0,2870.0,9.0,Economics,125,1.7935379798626765,0,3.0,2.0,1.0,0.0,No Win
45.0,2957.0,22.0,Literature,123,7.1860179683795,0,3.0,3.0,7.0,1.0,No Win
42.0,388.0,25.0,Physics,13,2.731956128365442,1,4.0,1.0,19.0,2.0,No Win
47.0,1383.0,28.0,Medicine,167,6.839847978239858,0,1.0,2.0,37.0,1.0,No Win
34.0,4043.0,25.0,Peace,114,5.226069650812414,0,5.0,3.0,20.0,0.0,No Win
43.0,2344.0,30.0,Literature,162,2.371322974422524,0,5.0,0.0,29.0,4.0,No Win
45.0,3773.0,21.0,Economics,109,4.568442359430956,0,0.0,1.0,30.0,0.0,No Win
29.0,3761.0,11.0,Physics,115,5.432324553392697,0,2.0,1.0,27.0,0.0,No Win
51.0,2096.0,16.0,Peace,184,1.7714327020056904,0,,4.0,34.0,0.0,No Win
50.0,1664.0,29.0,Physics,63,3.9475349831370328,0,,2.0,15.0,0.0,No Win
40.0,928.0,27.0,Chemistry,116,1.7466367419877367,0,4.0,3.0,48.0,0.0,No Win
40.0,0.0,27.0,Chemistry,130,3.975108784915792,0,2.0,2.0,5.0,1.0,No Win
29.0,3678.0,16.0,Physics,89,6.0740910318207755,0,4.0,3.0,33.0,0.0,No Win
41.0,2656.0,29.0,Literature,133,7.413557177330928,1,2.0,3.0,46.0,2.0,No Win
50.0,1130.0,41.0,Literature,17,4.106811121644133,0,0.0,2.0,44.0,2.0,No Win
39.0,933.0,25.0,Chemistry,44,3.415797746511631,1,4.0,4.0,39.0,2.0,No Win
44.0,3521.0,47.0,Literature,84,1.0180021733594633,0,6.0,3.0,48.0,2.0,No Win
37.0,1164.0,21.0,Economics,155,4.021233168774695,0,1.0,2.0,29.0,0.0,No Win
33.0,465.0,28.0,Chemistry,29,8.241558062234532,0,0.0,2.0,24.0,1.0,No Win
37.0,2704.0,40.0,,24,4.6280375873129085,0,1.0,3.0,17.0,2.0,No Win
43.0,2336.0,29.0,Chemistry,181,4.684248071894334,0,5.0,2.0,10.0,0.0,No Win
46.0,3401.0,26.0,Peace,73,3.740108041647553,0,1.0,0.0,31.0,2.0,No Win
42.0,1437.0,40.0,Literature,81,5.957577245298063,0,4.0,2.0,10.0,1.0,No Win
45.0,327.0,25.0,Medicine,2,3.5296501934715443,0,2.0,1.0,35.0,0.0,No Win
41.0,5900.0,18.0,Physics,67,3.2843909004126344,0,1.0,0.0,24.0,3.0,No Win
33.0,2980.0,25.0,Medicine,165,3.914202619837764,0,5.0,1.0,10.0,1.0,No Win
39.0,1998.0,23.0,Medicine,167,4.637179068246628,0,3.0,4.0,24.0,0.0,No Win
36.0,0.0,31.0,Chemistry,62,4.483517235143736,0,3.0,2.0,10.0,1.0,No Win
35.0,1285.0,26.0,Economics,70,1.0,0,2.0,2.0,44.0,2.0,No Win
35.0,3650.0,35.0,Economics,152,5.557270832054454,0,1.0,2.0,36.0,0.0,No Win
44.0,3002.0,14.0,Chemistry,118,3.120182796679814,1,4.0,3.0,10.0,1.0,No Win
47.0,2196.0,26.0,Economics,128,4.220139872442521,0,3.0,3.0,36.0,0.0,No Win
44.0,0.0,7.0,Peace,64,5.989787712986,0,4.0,1.0,12.0,2.0,No Win
34.0,1312.0,30.0,Chemistry,111,3.2129068125450395,0,5.0,2.0,19.0,0.0,Win
36.0,3815.0,17.0,Medicine,133,2.811430188834154,1,2.0,0.0,47.0,1.0,No Win
40.0,2672.0,14.0,Peace,183,5.6257484521176275,1,3.0,2.0,27.0,2.0,No Win
42.0,2399.0,19.0,Medicine,38,3.7046108579226598,0,2.0,1.0,18.0,1.0,No Win
41.0,630.0,25.0,Economics,26,3.7720848687310014,0,1.0,2.0,13.0,2.0,No Win
41.0,2768.0,23.0,Economics,16,7.7707563602623,0,1.0,2.0,36.0,0.0,No Win
40.0,2581.0,22.0,Peace,115,4.969857274717106,0,3.0,,33.0,0.0,No Win
45.0,1585.0,18.0,Physics,64,7.64954415895817,0,2.0,1.0,29.0,1.0,No Win
43.0,4237.0,38.0,Chemistry,23,1.2671553585647226,0,3.0,2.0,22.0,1.0,No Win
44.0,0.0,15.0,Economics,171,7.512899566211113,0,1.0,3.0,2.0,2.0,No Win
41.0,0.0,41.0,Medicine,12,4.911866920382705,0,3.0,1.0,21.0,0.0,No Win
36.0,995.0,19.0,Literature,45,4.469899570722166,0,2.0,3.0,34.0,1.0,No Win
48.0,3073.0,20.0,Literature,80,3.1371462103277485,0,5.0,2.0,43.0,0.0,No Win
33.0,3159.0,28.0,Peace,58,6.4142683031039205,0,2.0,2.0,13.0,1.0,No Win
36.0,2391.0,16.0,Peace,91,1.4652824007325198,1,3.0,6.0,,3.0,No Win
25.0,2287.0,24.0,Economics,96,6.37303925810536,0,3.0,4.0,13.0,1.0,No Win
39.0,2473.0,13.0,Peace,43,4.725024569914301,0,7.0,0.0,16.0,2.0,No Win
39.0,1884.0,29.0,Medicine,108,2.273541509020406,1,4.0,1.0,20.0,1.0,No Win
51.0,993.0,37.0,Peace,53,3.701202373030376,1,5.0,5.0,41.0,2.0,Win
42.0,0.0,29.0,Peace,184,4.310294979055644,0,3.0,0.0,10.0,0.0,No Win
36.0,1449.0,20.0,Chemistry,101,1.8375481283751296,0,3.0,1.0,3.0,2.0,No Win
37.0,3441.0,,Peace,25,2.7894863861565784,0,4.0,1.0,36.0,0.0,No Win
,3153.0,18.0,Literature,60,4.0165482406243775,1,0.0,0.0,1.0,0.0,No Win
42.0,0.0,32.0,Chemistry,113,5.462138343911112,0,5.0,4.0,36.0,1.0,No Win
