Games_Played_Last_5,Avg_Performance_Rating,Injury_Count_Last_Season,Recovery_Status,Disciplinary_Actions,Player_Role,Match_Importance,Fitness_Score,Travel_Fatigue_Index,Coach_Preference_Flag,Team_Need_For_Role,Target
3.0,4.62715341011693,0.0,Full,1.0,Midfielder,High,7.15173859125563,2.96293027774962,0,0,Not Selected
0.0,6.925438691600314,0.0,Full,,Defender,High,7.436826615776801,3.085638787220568,0,1,Not Selected
3.0,8.476670144027862,0.0,Partial,0.0,Midfielder,High,5.352885696213912,2.9700898437248,0,1,Not Selected
2.0,8.873822943243805,0.0,Rehab,0.0,Forward,Low,7.906104634630282,4.095876713794427,0,1,Not Selected
0.0,6.8415385739665675,1.0,Full,0.0,Midfielder,Medium,4.0731776965125315,5.140909938426841,0,0,Not Selected
3.0,7.367448940909998,0.0,Rehab,1.0,Defender,Medium,9.955964954125305,3.679883882048229,0,0,Not Selected
1.0,7.54674193411529,1.0,Rehab,0.0,Forward,Low,5.1553494398980675,3.5112281767491735,0,1,Not Selected
4.0,8.840117297528423,0.0,Full,0.0,Forward,Low,6.355271848248857,2.212590806206986,0,0,Not Selected
4.0,4.373569916430295,0.0,Partial,0.0,Defender,Medium,7.37933660615613,2.8500858545566015,1,0,Not Selected
4.0,8.507341513644024,0.0,Partial,1.0,Midfielder,Medium,6.933205233783807,3.1443646351684764,1,1,Not Selected
2.0,5.8412090092965885,0.0,Partial,0.0,Midfielder,Medium,6.310084297140918,3.872105019538675,0,1,Not Selected
3.0,7.194827599116368,0.0,Partial,0.0,Midfielder,High,7.603169762005974,,0,1,Selected
3.0,8.535950569076896,1.0,Partial,0.0,Midfielder,Low,4.953482793613311,5.625913801291704,1,1,Selected
2.0,8.816103397206689,1.0,Full,0.0,Goalkeeper,High,9.003602066586918,4.720735879088447,0,1,Not Selected
2.0,5.8854486938742205,1.0,Full,1.0,Forward,High,6.149128210896543,2.0068317200634898,0,1,Not Selected
3.0,5.451596885222932,1.0,Rehab,0.0,Goalkeeper,Low,5.8556519485986085,3.2561074610893095,1,0,Not Selected
2.0,8.40897453407339,0.0,Partial,0.0,Forward,Low,8.52754128395759,3.7419115841641712,0,0,Selected
4.0,3.308898658576751,0.0,Partial,0.0,Goalkeeper,Low,7.610664397089028,2.523841854566004,0,1,Not Selected
5.0,6.617034414297962,0.0,Partial,0.0,Midfielder,Low,5.401732834280199,2.5902455439658745,0,0,Not Selected
5.0,7.489335525377368,2.0,Rehab,1.0,Midfielder,Medium,5.728647099772971,7.371915569226569,0,1,Not Selected
3.0,6.070319156497835,1.0,Full,1.0,Midfielder,High,6.890831956590449,6.042694258507624,0,1,Not Selected
3.0,8.719429725482927,2.0,Full,0.0,Defender,Low,8.608704863138975,4.713185755861233,0,1,Not Selected
4.0,7.34721866036708,1.0,Rehab,0.0,Forward,High,5.543655519821682,2.2251612283474147,0,1,Not Selected
4.0,2.126696704300005,1.0,Partial,0.0,Midfielder,Low,7.137729415649524,3.0834232309231036,0,1,Not Selected
4.0,7.099524002093081,1.0,Partial,0.0,Forward,Medium,6.8175655298296345,2.325737102429773,0,1,Selected
5.0,6.167329098102446,1.0,Full,0.0,Forward,High,7.737398176344743,,0,1,Not Selected
3.0,7.082315748725886,1.0,Full,0.0,Forward,Medium,7.508582790151179,,0,0,Not Selected
4.0,4.809499735921245,0.0,Partial,1.0,Forward,Low,5.773824867693095,2.6639836627512183,0,0,Not Selected
0.0,7.032831570460203,0.0,Full,0.0,Defender,High,5.725719355115933,2.4337816097119505,0,0,Not Selected
0.0,7.572356357712817,0.0,Rehab,0.0,Forward,Medium,6.191599027919947,3.8587668804566393,0,0,Not Selected
2.0,5.10916969660019,0.0,Partial,0.0,Midfielder,Low,7.536778925644725,5.23915818168204,0,1,Not Selected
2.0,6.187480232929092,1.0,Partial,,Goalkeeper,Low,8.048152743949386,5.447199552794409,1,0,Selected
2.0,8.661727244092246,0.0,Full,0.0,Midfielder,Low,9.425872758835515,4.022764553531205,0,1,Selected
0.0,5.52386215077924,0.0,Rehab,0.0,Forward,High,7.856656473823102,3.2480974307713817,0,1,Not Selected
4.0,7.892713634430776,0.0,Full,0.0,Goalkeeper,High,7.218341625809102,4.606802422964911,1,0,Not Selected
0.0,4.132065982279216,0.0,Full,1.0,Goalkeeper,Low,8.098886808923114,3.0442462272072395,1,1,Not Selected
2.0,3.9136805267470414,0.0,Full,0.0,Goalkeeper,Low,8.958184073852927,4.967965058296475,0,1,Not Selected
1.0,5.781808172843742,1.0,Partial,1.0,Defender,Low,6.55090901913006,3.1485546017029002,0,1,Selected
1.0,6.113240833618461,0.0,Rehab,1.0,Forward,Low,6.023864209358491,3.6676865947566313,0,1,Not Selected
3.0,,1.0,Full,0.0,Midfielder,Medium,7.12353895152346,3.642801525438502,0,0,Not Selected
0.0,2.6670851200748755,0.0,Full,0.0,Forward,High,9.103174806952742,3.024860262886767,0,0,Not Selected
2.0,10.0,0.0,Partial,0.0,Forward,High,6.8523620170914805,2.2816034154984504,0,0,Not Selected
5.0,9.751089885284124,1.0,Partial,0.0,Defender,Medium,5.93892421037928,5.159909786322648,0,0,Not Selected
2.0,7.642026823785706,1.0,Partial,0.0,Goalkeeper,High,6.82140399425057,2.3618375592870255,0,1,Selected
4.0,6.095188261217261,0.0,Rehab,1.0,Goalkeeper,Low,6.264279667798676,2.506622578842348,0,0,Not Selected
4.0,10.0,0.0,Full,0.0,Goalkeeper,Low,6.1311286368641795,3.4711411863562422,0,1,Selected
4.0,9.117407789192264,2.0,Full,0.0,Forward,Medium,7.63150980563629,2.1091242256764877,0,0,Not Selected
0.0,4.833720848570762,0.0,Partial,0.0,Defender,Medium,7.2369003396263105,3.181690587645828,0,0,Selected
0.0,5.943161989570599,0.0,Full,1.0,Defender,Low,8.17019439661892,0.5667544568808265,0,1,Selected
4.0,5.769620406369194,0.0,Rehab,1.0,Midfielder,Medium,5.9368828197217125,2.3145692332123935,1,1,Selected
0.0,4.775214374527542,0.0,Full,1.0,Defender,Low,9.663339403397355,7.059112041146655,0,0,Not Selected
5.0,4.281011083098826,0.0,Partial,1.0,Forward,Medium,6.143425442380305,4.652684073030241,0,0,Not Selected
4.0,6.811176128087114,1.0,Rehab,0.0,Defender,Medium,5.488379112550433,3.828140700724613,0,1,Not Selected
4.0,2.619047750389528,0.0,Partial,0.0,Forward,Low,5.610250787101542,4.916776593170633,0,1,Selected
5.0,6.873787828412981,1.0,Rehab,0.0,Forward,Low,7.6932802970892915,3.9399733656903777,1,0,Not Selected
0.0,6.7528956618972416,0.0,Rehab,0.0,Defender,Medium,6.745097097870756,2.0937732132203744,1,1,Not Selected
3.0,4.834549547351179,1.0,Partial,0.0,Forward,Low,6.473861143123186,0.0,1,1,Not Selected
4.0,10.0,0.0,Full,0.0,Forward,Medium,7.005049397328603,3.589097355470674,0,0,Not Selected
4.0,4.512013122489254,1.0,Partial,0.0,Midfielder,Medium,7.624442969534321,0.7395606490457323,0,0,Not Selected
4.0,5.217968111034307,0.0,Rehab,0.0,Forward,Medium,5.7258145852458355,4.192137432671431,0,0,Not Selected
1.0,7.060223028631947,0.0,Partial,0.0,Defender,High,5.330590470107481,1.8941577432752819,0,0,Not Selected
1.0,6.85894626238124,0.0,Full,0.0,Midfielder,Low,6.8119216606653055,3.9006736584032526,0,0,Not Selected
1.0,7.033230846119287,0.0,Rehab,0.0,Defender,Medium,6.224250676941549,2.6910449465234483,1,0,Not Selected
5.0,6.198889168687031,0.0,Partial,0.0,Defender,Medium,6.29565371868293,0.9817664369435826,0,0,Not Selected
5.0,7.813899495897396,1.0,Full,0.0,Midfielder,Medium,9.16923817743741,4.0597845155036225,0,1,Selected
3.0,6.317975047531918,0.0,Rehab,0.0,Goalkeeper,High,7.268843406524016,3.2453815389083878,1,1,Selected
5.0,10.0,1.0,Full,0.0,Forward,Low,5.504224363208823,3.8353198321634525,0,0,Not Selected
5.0,5.541640283808907,1.0,Rehab,0.0,Defender,Medium,8.677883783886593,3.959143515177346,0,1,Not Selected
5.0,7.5414536871190005,0.0,Partial,0.0,Forward,High,5.655998380035054,2.383369663865585,1,1,Not Selected
0.0,4.070780692765775,0.0,Full,1.0,Defender,Low,4.327359908508724,5.221752700431856,1,1,Not Selected
4.0,4.476665245481119,0.0,Rehab,0.0,Defender,Low,6.77086530813555,1.1677087136613595,0,0,Not Selected
4.0,9.17706746295678,1.0,Full,0.0,Midfielder,High,8.361985234575856,3.5264918488210375,0,0,Not Selected
1.0,5.99157809200099,2.0,Partial,0.0,Defender,Low,7.914250660724816,3.881974591543642,0,0,Not Selected
2.0,9.870657437460894,1.0,Full,0.0,Midfielder,High,6.501725366077179,4.28083142347559,0,0,Not Selected
3.0,6.468918488953041,0.0,,1.0,Midfielder,Medium,4.6472821683583785,4.207703010963059,0,0,Not Selected
3.0,5.667500706425134,0.0,Full,0.0,Defender,Medium,7.755430079185425,1.682555885499837,0,1,Not Selected
0.0,3.211830921538388,0.0,Full,0.0,Midfielder,High,9.680012434373745,1.2879065428077587,0,1,Not Selected
5.0,4.183671894864618,0.0,Full,0.0,Forward,Medium,5.422715457042816,,1,0,Not Selected
3.0,5.47800860605274,0.0,Partial,1.0,Midfielder,High,7.290532350157211,2.640651291948726,0,0,Selected
3.0,7.601196639102436,1.0,Rehab,0.0,Midfielder,Medium,4.664613887744016,3.4637175252939176,0,1,Not Selected
5.0,7.500169359976843,1.0,Full,0.0,Defender,Medium,8.622233745377768,0.7649681185566042,0,1,Not Selected
4.0,7.378049148292246,0.0,Full,0.0,Midfielder,Low,7.4206003332372745,0.0,0,1,Not Selected
2.0,7.492057615897237,3.0,Rehab,1.0,Forward,High,5.716325985737756,2.9707724646906915,0,0,Not Selected
1.0,6.7626589889100215,2.0,Full,0.0,Midfielder,Low,5.235785750581027,3.5274900254247896,0,1,Not Selected
2.0,9.312494507218016,0.0,Partial,0.0,Goalkeeper,Low,8.400619078485976,2.644844948843602,0,1,Not Selected
2.0,6.960097726850615,1.0,Partial,0.0,Midfielder,Low,6.29540463498959,2.9514746789145847,0,1,Not Selected
5.0,9.421966660552599,0.0,Partial,0.0,Goalkeeper,High,6.25621765634186,2.9539723494539616,1,0,Not Selected
3.0,6.152307680708617,2.0,Rehab,0.0,Goalkeeper,High,6.259574003508448,3.805571196130956,0,1,Not Selected
4.0,8.494230395239699,1.0,Partial,0.0,Forward,High,3.423883334826246,0.4300564783296128,0,0,Not Selected
3.0,5.84552803818606,0.0,Rehab,0.0,Defender,Medium,6.3186119381856525,3.3581252818267058,0,1,Not Selected
5.0,10.0,1.0,Full,0.0,Midfielder,Low,6.8910262836130896,3.4247020009065343,0,1,Not Selected
,8.72938316441506,0.0,Partial,0.0,Goalkeeper,High,7.804639179878146,0.6329698876414671,0,1,Not Selected
4.0,5.813977138741682,0.0,Rehab,0.0,Defender,High,5.706736996873999,3.223487944099005,0,0,Not Selected
3.0,7.763262647238532,1.0,Rehab,0.0,Defender,Medium,9.20774357176538,1.9222509384732056,0,0,Not Selected
5.0,7.097099165282052,0.0,Partial,1.0,Midfielder,High,9.15229746180162,2.6122743363166374,0,1,Selected
3.0,8.067243336112723,1.0,Partial,0.0,Midfielder,Low,9.087223840813229,3.0006813588893473,1,1,Selected
4.0,6.296237052520887,1.0,Partial,0.0,Forward,Medium,6.543328092539679,3.970432593140103,0,1,Not Selected
3.0,6.820128149622414,0.0,Full,1.0,Forward,High,6.83155769038077,2.7365419246401737,0,1,Not Selected
1.0,3.6015896350885495,0.0,Full,1.0,Midfielder,Low,7.9234818293091,1.6311019894766596,0,1,Not Selected
3.0,6.463280162112355,0.0,Rehab,0.0,Forward,Medium,7.8988148075998375,1.1938017088990407,0,1,Not Selected
0.0,9.0862470350413,0.0,Rehab,0.0,Defender,Medium,9.120525465446304,3.017028232770002,0,0,Not Selected
5.0,7.428027852189239,1.0,Full,0.0,Goalkeeper,Medium,8.111829278006574,2.7011276593907705,0,0,Selected
5.0,8.256287786308512,1.0,Partial,0.0,Goalkeeper,High,7.233682879687121,2.5918976177017883,0,0,Not Selected
1.0,6.836097804310098,0.0,Rehab,0.0,Goalkeeper,Medium,8.62743565997435,4.335487505288208,0,0,Not Selected
3.0,9.97773640177859,1.0,Full,0.0,Defender,High,6.185497269456517,3.600551908567196,0,0,Selected
3.0,5.555734637856079,0.0,Full,0.0,Midfielder,High,6.491747921038371,5.049794103598288,0,0,Not Selected
0.0,5.077011511112931,0.0,Partial,0.0,Goalkeeper,Low,5.9728299058417065,1.8316324830139654,0,0,Not Selected
1.0,6.061005375367466,0.0,Rehab,0.0,Midfielder,Medium,3.429125999948617,2.5842797072888355,0,1,Not Selected
2.0,2.9346960482243842,1.0,Partial,0.0,Midfielder,Medium,4.6336129414469625,2.3686650946012695,1,0,Not Selected
1.0,4.869185086203981,1.0,Rehab,1.0,Defender,High,5.769537688336683,6.276469837967846,0,0,Not Selected
0.0,6.974527804388025,0.0,Rehab,0.0,Midfielder,Low,4.284242541551825,4.320222091837885,0,1,Not Selected
3.0,5.026590214663684,0.0,Full,0.0,Forward,High,5.492245342238796,1.6515418479141926,0,0,Not Selected
3.0,7.710648039267214,0.0,Rehab,0.0,Defender,Medium,9.157385994542011,2.357004376036073,1,1,Not Selected
4.0,5.958695576101662,0.0,Partial,0.0,Defender,Medium,9.371169486027748,3.696942895224715,0,1,Selected
4.0,5.5573884465424905,1.0,Partial,0.0,Forward,Low,9.220902690962973,1.8849720913730699,0,1,Not Selected
0.0,6.09112295976747,0.0,Partial,0.0,Midfielder,High,5.145957956836929,4.520653541625432,0,1,Not Selected
2.0,5.57423849839041,0.0,Rehab,0.0,Midfielder,Medium,3.0,2.726690552248901,1,0,Not Selected
1.0,3.825869552218109,0.0,Rehab,0.0,Defender,Low,4.241814896988211,2.0531947686442837,1,1,Not Selected
2.0,8.669917619847757,0.0,Partial,0.0,Defender,High,4.604784011280344,0.747282548463124,0,0,Selected
3.0,7.575654090144643,0.0,Full,,Goalkeeper,Medium,6.924006719768254,,0,0,Selected
3.0,3.595466196568389,0.0,Partial,1.0,Forward,Medium,9.369759862705745,3.8777718933751713,0,1,Not Selected
0.0,5.099227829747473,1.0,Rehab,2.0,Forward,Medium,5.284145788091056,2.228814133044801,1,0,Not Selected
5.0,7.117401605907622,1.0,Full,0.0,Midfielder,Low,9.216380563981867,0.0,0,1,Selected
3.0,10.0,0.0,Partial,0.0,Forward,Medium,7.0814927751083045,1.487588772497506,0,1,Selected
,5.630045417550434,0.0,Full,1.0,Defender,Low,8.27920069795013,1.2704602154399751,1,0,Selected
1.0,5.004706830772147,1.0,Partial,0.0,Defender,High,6.498162037394698,0.5842184417993055,0,1,Selected
1.0,7.007475832117086,2.0,Full,0.0,Midfielder,Medium,8.76876629029468,2.5431338776258947,0,1,Not Selected
5.0,2.957635369990208,0.0,Full,0.0,Midfielder,Medium,4.71725570351723,2.755401201247678,1,0,Selected
2.0,4.17004801158805,0.0,Rehab,0.0,Midfielder,Low,5.1099553681152265,1.6016197348223327,0,0,Not Selected
2.0,6.699197557133462,0.0,Full,1.0,Defender,High,5.142164985310119,0.5412428652615815,0,0,Not Selected
3.0,5.2877551176151885,0.0,Full,0.0,Forward,High,5.803081637550719,4.021418415278687,0,1,Not Selected
3.0,6.452790371196486,0.0,Full,0.0,Defender,Medium,10.0,2.806559478274792,0,0,Not Selected
3.0,5.447755617789819,2.0,Partial,1.0,Defender,Low,5.112145999780674,1.4397214770458713,1,1,Selected
0.0,7.149651340051806,0.0,Rehab,0.0,Forward,Medium,5.11108686797217,5.340170832064164,0,1,Not Selected
2.0,9.197946820490255,1.0,Partial,0.0,Defender,High,4.835340626903735,5.780548431589872,0,1,Selected
5.0,7.160328323519842,1.0,Rehab,1.0,Forward,Medium,6.782844095032638,5.5558274000872245,0,1,Not Selected
1.0,8.404484612085616,1.0,Rehab,0.0,Forward,High,6.6119385621511135,5.859976029510213,0,0,Not Selected
0.0,9.180376578834098,0.0,Partial,0.0,Forward,Medium,8.12187272994259,1.1014414014942937,1,1,Not Selected
2.0,6.657933855790816,1.0,Rehab,0.0,Forward,High,10.0,3.467256343977913,1,1,Not Selected
0.0,9.21810030288321,0.0,Partial,0.0,Goalkeeper,Medium,7.516270422478721,5.675952407206251,0,0,Not Selected
0.0,7.159620383726504,0.0,Partial,0.0,Midfielder,Low,3.0,5.110290191381631,0,0,Not Selected
4.0,6.971163122953535,0.0,Full,1.0,Goalkeeper,Low,5.084569389136943,3.5024484322069886,0,1,Not Selected
0.0,7.410300411761739,1.0,Rehab,0.0,Defender,Low,8.402676761688625,3.2166532069162805,0,1,Not Selected
5.0,10.0,0.0,Partial,0.0,Goalkeeper,High,8.315513112070427,3.094761229430217,0,0,Selected
5.0,9.941073316866277,0.0,Rehab,0.0,Forward,Low,7.9952532392685525,3.0938512255535224,0,1,Selected
4.0,10.0,0.0,Partial,0.0,Goalkeeper,Medium,8.922339688036136,7.644660730010141,1,0,Not Selected
1.0,7.500305345171983,1.0,Full,0.0,Forward,Medium,6.138778378672421,2.3439945361971253,0,0,Not Selected
3.0,7.407688937767463,0.0,Rehab,0.0,Goalkeeper,Low,4.929208420046827,4.302948601478156,1,0,Not Selected
3.0,6.82308451421843,0.0,Partial,1.0,Goalkeeper,High,5.385832740550952,0.0,0,0,Not Selected
1.0,3.947973614825113,0.0,Rehab,0.0,Defender,Low,8.373983108101811,4.034569153603661,0,0,Selected
5.0,8.228707857666606,0.0,Full,0.0,Forward,High,6.417814621788379,6.199354276737136,1,0,Selected
5.0,5.152946924035389,0.0,Full,0.0,Defender,High,5.063931218131316,2.8322690310633365,1,0,Not Selected
5.0,10.0,0.0,Rehab,0.0,Defender,High,6.293393553584863,6.351728377079059,0,1,Not Selected
0.0,3.2310306519337173,1.0,Full,0.0,Midfielder,Medium,5.22513275961354,1.1498937994203007,0,0,Not Selected
4.0,6.905523007881099,1.0,Rehab,0.0,Forward,High,9.045750224109169,5.360075664678163,0,1,Selected
5.0,6.309582853757448,2.0,Rehab,0.0,Defender,High,4.32328297504142,1.9406023130216972,0,0,Not Selected
3.0,4.986122899922928,0.0,Full,0.0,Defender,High,5.213154454035328,3.0622026263511604,0,1,Selected
3.0,6.615659250764173,1.0,Full,0.0,Goalkeeper,Medium,8.709548539577417,2.9978251186479237,0,0,Not Selected
2.0,2.4326899975832035,1.0,Full,1.0,Goalkeeper,High,6.098982486044962,6.819600983235697,0,1,Not Selected
3.0,6.74214945526773,1.0,Partial,0.0,Goalkeeper,High,7.123879794420443,2.8836023716710093,0,0,Not Selected
2.0,5.822781850685604,1.0,Full,1.0,Defender,High,7.6160230718696,1.6350314885105626,0,1,Not Selected
5.0,9.390126328435581,1.0,Partial,0.0,Goalkeeper,Medium,5.68167268559662,0.19358999706391078,0,1,Not Selected
1.0,6.917479923828227,0.0,Partial,0.0,Midfielder,Medium,8.952757140890094,4.0601129109088605,1,0,Not Selected
0.0,5.902452283102601,1.0,Rehab,1.0,Goalkeeper,Medium,8.358371840660219,4.112906763247157,0,0,Selected
5.0,6.26334964077676,0.0,Rehab,0.0,Midfielder,Medium,9.481854426501968,2.5620467846390738,1,1,Selected
1.0,5.113311260522785,0.0,Partial,0.0,Defender,High,5.551167950900514,0.0,0,1,Not Selected
5.0,7.330954764028572,0.0,Partial,0.0,Forward,Low,4.092410242507162,2.53067738786561,0,1,Not Selected
2.0,5.806863306339445,0.0,Partial,0.0,Midfielder,Medium,6.532871154341601,3.031412392222627,0,0,Selected
4.0,5.930333482893432,0.0,Full,0.0,Forward,Low,5.6711029285173,1.971251992244718,0,0,Selected
1.0,6.008104658343387,0.0,Full,1.0,Defender,Low,8.524003723646045,4.369428335732596,0,1,Not Selected
1.0,7.400610395135343,1.0,Partial,0.0,Defender,Medium,7.89461781420969,5.10532651507758,0,1,Not Selected
3.0,5.334988014672001,1.0,Full,1.0,Goalkeeper,Low,5.3043544430065825,3.1985238382235224,0,1,Not Selected
0.0,9.51780423790865,0.0,Full,0.0,Forward,Low,7.020751685421663,2.691802971877466,1,1,Not Selected
4.0,5.618662190483114,0.0,Full,0.0,Defender,Low,6.529152473162946,2.2819878654186727,0,1,Not Selected
3.0,7.486732260647241,0.0,Rehab,1.0,Forward,Low,5.48553061780923,5.492872216964205,0,1,Not Selected
3.0,10.0,0.0,Full,0.0,Defender,Low,7.884241018689577,2.6512182904375856,0,0,Not Selected
0.0,4.425044363801902,0.0,Rehab,0.0,Forward,Medium,6.0480995120383065,2.4825703323608526,0,1,Selected
3.0,5.834900759919761,1.0,Full,1.0,Goalkeeper,Medium,5.701611951100926,1.0103532511875295,1,1,Not Selected
5.0,8.937699509411859,5.0,Full,0.0,Forward,Medium,8.49753170346548,5.158920113969008,1,1,Not Selected
3.0,4.933847005636676,0.0,Rehab,0.0,Goalkeeper,High,6.230993301642242,3.759133790845234,1,1,Not Selected
1.0,8.206763991911002,0.0,Full,0.0,Defender,Medium,6.8155653114724934,3.8082439732259576,0,1,Not Selected
5.0,9.074834415260442,0.0,Full,0.0,Midfielder,Low,8.842638826780366,3.7317279193762563,0,1,Selected
2.0,7.141977987706347,3.0,Rehab,1.0,Midfielder,Low,7.8320505937315374,2.258401722018785,1,1,Not Selected
1.0,8.663407705324992,0.0,Full,0.0,Midfielder,Medium,6.139737836509234,5.0110068931464085,0,1,Not Selected
4.0,7.697488051947367,0.0,Full,0.0,Midfielder,Medium,8.484271317959795,3.397375341186861,1,1,Selected
0.0,5.816868462896085,0.0,Rehab,0.0,Midfielder,Low,6.324172775061568,7.490013992885305,0,1,Not Selected
5.0,8.125725553106918,0.0,Rehab,0.0,Goalkeeper,High,6.081956496393803,1.71737718700967,0,0,Not Selected
5.0,6.5157448976584,1.0,Full,0.0,Goalkeeper,Low,6.972727014698862,4.331338317573775,0,1,Not Selected
4.0,8.725193065532858,0.0,Full,0.0,Midfielder,Medium,8.658033367120135,1.5523018460004079,1,1,Not Selected
4.0,6.548231822479008,0.0,Partial,0.0,Goalkeeper,Low,4.748055268935611,2.0726781588083107,0,1,Not Selected
1.0,5.205646174347019,0.0,Partial,1.0,Defender,Low,9.495019564345858,2.533105065471924,0,0,Selected
5.0,3.017285429490535,,Partial,0.0,Midfielder,High,8.805720205415902,3.2668772944809055,1,1,Selected
2.0,6.614614682862828,0.0,Full,0.0,Defender,High,3.0385736394693135,2.2798447804481454,0,1,Not Selected
5.0,6.674843228994755,0.0,Rehab,0.0,Midfielder,Low,7.346378892947123,1.3549576009817483,0,0,Selected
1.0,8.144318964364604,0.0,Partial,0.0,Defender,High,7.066068261662887,3.965611364855251,0,1,Selected
1.0,5.988179889454114,0.0,Partial,0.0,Midfielder,High,7.664829207308451,1.5698831783521925,0,0,Not Selected
3.0,4.09223509951641,1.0,Rehab,0.0,Forward,Medium,6.331470848280528,5.06911917078975,0,1,Not Selected
0.0,6.165853135588697,0.0,Full,0.0,Forward,High,5.794373357826105,3.2480706141255076,0,0,Not Selected
4.0,6.334244248007048,1.0,Full,0.0,Goalkeeper,High,5.933826098402973,2.8501383221519268,0,1,Not Selected
1.0,8.02084907410617,0.0,Partial,0.0,Forward,High,8.285471363611745,2.048704543117198,0,0,Selected
0.0,3.6812792186986942,1.0,Full,0.0,Goalkeeper,Medium,8.7127023385624,5.158123249928306,0,1,Selected
2.0,6.212360854874785,0.0,Rehab,0.0,Defender,Low,6.211808693380707,1.4885784447045967,0,1,Not Selected
1.0,6.685108830310464,0.0,,0.0,Goalkeeper,High,5.717408694727736,3.3866771797417767,1,1,Not Selected
4.0,6.602167996493775,1.0,Partial,0.0,Goalkeeper,Medium,7.136408958069298,2.856534560545647,0,0,Not Selected
1.0,6.720715642834436,1.0,Partial,0.0,Forward,Low,,4.156780874701551,0,1,Selected
3.0,7.099784435279484,1.0,Rehab,0.0,Goalkeeper,Low,7.942274830287803,2.760750597461897,0,1,Not Selected
5.0,8.295894758174967,0.0,Full,0.0,Midfielder,Low,7.793060198232339,1.8318787830835155,1,1,Selected
1.0,8.090387149468189,0.0,Full,0.0,Midfielder,Low,7.27161397318804,1.8004531289698107,0,1,Selected
2.0,9.751458809029733,0.0,Full,0.0,Goalkeeper,High,7.039762244587713,3.214229662729198,0,0,Selected
5.0,7.958917144168743,0.0,Full,1.0,Midfielder,Low,6.927164908567187,0.0,0,1,Not Selected
2.0,9.22217135320281,0.0,Partial,1.0,Goalkeeper,Low,6.837837648525449,4.485451041005225,0,1,Not Selected
2.0,4.200790941153395,0.0,Partial,0.0,Forward,Low,5.618747653668722,1.0117594812852178,0,1,Not Selected
1.0,3.5599893294282556,1.0,Rehab,0.0,Midfielder,Medium,6.433081679637047,3.6209672047180095,0,1,Not Selected
5.0,6.2663783095209435,0.0,Partial,0.0,Midfielder,High,7.676146150498713,3.335495056485536,1,0,Selected
2.0,5.699622839157729,1.0,Partial,0.0,Defender,Low,7.1400839903884705,6.925552441875366,0,0,Not Selected
3.0,6.3939125455028165,1.0,Rehab,0.0,Defender,High,5.274608351201556,4.1766815176336065,0,0,Not Selected
1.0,7.086799262355241,0.0,Rehab,0.0,Goalkeeper,High,4.525770053447592,5.501399686485845,0,1,Selected
1.0,9.56636276363514,0.0,Full,1.0,Defender,Low,5.620314341695823,5.079587771527384,0,1,Not Selected
5.0,7.487614193500015,1.0,Full,0.0,Defender,Low,8.056778573233272,5.1179745704471085,0,1,Selected
1.0,8.515239076340581,1.0,Full,1.0,Defender,Medium,6.18018815844215,1.9883431422922173,1,1,Not Selected
2.0,5.852276862388937,2.0,Rehab,0.0,Goalkeeper,Medium,3.9217852409439553,1.174338010536693,0,1,Not Selected
0.0,4.9038933393007085,1.0,Full,0.0,Defender,Low,8.064145101150247,1.3333313726469918,0,0,Not Selected
4.0,3.986151620717482,0.0,Rehab,0.0,Goalkeeper,High,5.666886300722439,3.0681567590964574,1,1,Selected
1.0,5.500100354144543,0.0,Rehab,1.0,,High,4.36722275912541,4.5887351826823854,0,1,Not Selected
1.0,7.418727253086549,0.0,Partial,0.0,Goalkeeper,,6.099670781361821,5.098754760703535,0,0,Not Selected
0.0,5.858931697376493,0.0,,1.0,Goalkeeper,Low,4.679143602470145,2.624174203573324,0,1,Not Selected
2.0,6.945897242662023,2.0,Partial,1.0,Forward,Low,7.593992393193288,1.8995586439815633,0,1,Not Selected
4.0,2.82716397924508,0.0,Partial,1.0,Goalkeeper,Medium,7.747690077828223,2.0680526040382583,0,1,Selected
5.0,8.308117666403565,0.0,Rehab,0.0,Forward,Low,4.099082328983159,1.577059580786909,0,1,Selected
4.0,10.0,0.0,Full,,Goalkeeper,High,4.9880220733753955,0.6465984912183149,0,1,Not Selected
1.0,5.375467692397991,0.0,Full,0.0,Defender,High,8.677889802585659,2.1342558373899077,0,0,Selected
1.0,5.055181585956106,2.0,Full,0.0,Defender,Low,9.26285465021158,1.7337719942821423,0,1,Not Selected
0.0,6.47001211134698,0.0,Rehab,1.0,Goalkeeper,Medium,8.067932898728541,4.2991514105883555,0,1,Not Selected
5.0,6.7524388699958156,2.0,Full,0.0,Forward,Low,8.10189924353792,3.502280223210046,0,0,Selected
3.0,8.562719593572115,0.0,Full,0.0,Goalkeeper,Medium,7.48113333400004,1.400312015041687,0,0,Not Selected
0.0,5.848282046505702,0.0,Partial,,Goalkeeper,Medium,5.267188819226891,2.7578095832829477,1,0,Not Selected
2.0,6.1046078469171645,2.0,Rehab,0.0,Goalkeeper,High,7.752885428970864,6.524929257590886,1,1,Selected
3.0,5.519051352320688,0.0,Rehab,1.0,Defender,High,4.958331162677042,5.202641953597902,0,0,Not Selected
4.0,6.032715761421617,0.0,Rehab,0.0,Defender,Medium,6.991478798921038,5.364497632681088,1,0,Not Selected
1.0,5.592795838995452,0.0,Partial,0.0,Midfielder,High,7.579260037013165,3.9875307768595323,0,1,Not Selected
