Day_Of_Week,Is_Public_Holiday,Festival_Flag,Darshan_Type,Weather_Condition,Temperature_C,Buses_Arrived_Last_15_Min,Entry_Gate,VIP_Visit_Today,Security_Check_Lag_Minutes,Approx_Head_Count,Is_Weekend,Online_Booking_Peak_Flag,Estimated_Wait_Time_Minutes
,0,0,₹300,Sunny,23.537607386668697,16.0,Q-Complex II,0,,3963.0,1,0,70.59199496263957
Mon,0,1,Senior,Sunny,38.005343490855076,20.0,Vaikuntam,0,10.596724140909737,5397.0,0,1,121.35877560380028
Tue,0,0,₹300,Rainy,28.37266249594511,10.0,Vaikuntam,0,,3737.0,0,0,66.0674858113326
Sun,0,0,Free,Sunny,33.29834908464912,8.0,Q-Complex I,0,1.1755318115466133,2873.0,1,0,36.46756313302539
Fri,0,0,VIP,Sunny,32.91852360077972,5.0,Special Entry,0,5.7721044428179535,3684.0,0,0,53.46846332953614
Sun,0,0,Senior,Cloudy,26.359683910476186,2.0,Special Entry,0,5.0547012248291265,911.0,1,0,23.313934373027365
Fri,0,0,Free,Sunny,35.72731730544537,10.0,Q-Complex II,0,7.599405920425328,3136.0,0,0,58.85984431684893
Thu,0,1,VIP,Sunny,27.401496862486766,19.0,Q-Complex II,0,9.883906784460754,5125.0,0,0,108.16546279358988
Tue,1,0,Senior,Sunny,38.08409302939661,19.0,Special Entry,1,7.937807440729431,3856.0,0,0,102.423109378494
Fri,0,0,VIP,Cloudy,27.14676641208773,4.0,Q-Complex I,0,11.183443038513825,2338.0,0,0,38.77501677931961
Sat,0,0,₹300,Sunny,33.42263450340954,6.0,Vaikuntam,0,5.231261268079488,2665.0,1,0,41.09851678703316
Sun,0,0,VIP,Sunny,30.78524761159844,7.0,Vaikuntam,0,4.073723055230748,4526.0,1,1,71.29483876466058
Mon,1,0,Senior,Sunny,39.36620610359466,11.0,Q-Complex I,0,7.218506449261959,4223.0,0,0,80.52542650387626
Mon,0,0,Free,Sunny,28.78867250720724,5.0,Q-Complex I,0,7.629851662929459,3422.0,0,1,54.41966110408318
Tue,0,0,Senior,Sunny,38.101839135230115,8.0,Special Entry,0,4.977993285240404,2448.0,0,0,34.7059852381978
Sun,0,0,VIP,Cloudy,28.010734682158972,6.0,Special Entry,0,11.707669969964673,2851.0,1,1,58.0285096124322
Wed,0,0,Senior,Sunny,36.855502877685396,9.0,Special Entry,0,5.570951460786314,2072.0,0,0,41.26553698894277
Tue,1,0,₹300,Sunny,42.93722011422921,12.0,Q-Complex I,1,5.50855072413526,4117.0,0,1,103.33281098381438
Mon,0,0,,Sunny,30.186618224811813,7.0,Vaikuntam,0,1.908827013549529,2622.0,0,0,49.93700829262595
Mon,0,0,₹300,Sunny,,8.0,Q-Complex I,0,8.738928008411792,2544.0,0,0,46.69767947501721
Fri,0,0,Free,Sunny,29.87832043591859,9.0,Special Entry,0,7.181839513787212,2230.0,0,1,49.41022706232894
Wed,0,0,₹300,Sunny,30.40771693941567,9.0,Vaikuntam,0,5.523709481788435,2262.0,0,0,44.596849545359404
Mon,0,0,Free,Sunny,32.02002672452792,14.0,Q-Complex II,0,6.919094498488549,2884.0,0,1,68.19166087769213
Thu,0,0,₹300,Cloudy,21.86017389089704,10.0,Vaikuntam,0,4.283832179500211,3081.0,0,0,60.402461850423016
Tue,0,0,VIP,Sunny,28.207159011852983,8.0,Special Entry,0,10.960673549859068,2781.0,0,0,51.6795152444666
Wed,0,0,Senior,Rainy,23.855445708077987,13.0,Q-Complex I,0,10.50801925030006,3498.0,0,1,90.60329253736485
Fri,0,0,₹300,Sunny,27.81558766400339,4.0,Special Entry,0,3.6787638335003194,3238.0,0,1,59.072184325218686
Wed,0,0,VIP,Sunny,29.01337222638879,7.0,Q-Complex II,0,6.6731623487140395,3238.0,0,0,51.119216792796124
Sat,0,0,Free,Sunny,30.602494616344153,11.0,Q-Complex II,0,6.922189731424714,3845.0,1,1,85.55219475624251
Tue,0,0,Senior,,20.312621571440317,8.0,Q-Complex II,0,9.512390431965969,3599.0,0,1,78.10903850155837
Sun,0,0,Free,Sunny,33.41258741329232,4.0,Vaikuntam,0,8.041042899318098,2592.0,1,0,38.1128691586315
Mon,0,1,₹300,Cloudy,24.55979884546883,12.0,Q-Complex I,0,10.110023987734548,6576.0,0,0,99.89322986565179
Mon,0,0,Free,Sunny,27.481410558343455,5.0,Special Entry,0,9.048819104136687,2949.0,0,0,46.641320577856185
Tue,0,0,VIP,Cloudy,24.669602798497927,14.0,Special Entry,0,6.163780348575962,3099.0,0,0,59.929662456457336
Thu,0,0,₹300,Sunny,34.052976353822814,7.0,Q-Complex I,0,8.119011450550387,2403.0,0,0,44.65749526071039
Mon,0,0,Free,Sunny,38.26381750348963,11.0,Q-Complex I,0,4.213205564914237,2265.0,0,1,58.66380416344466
Thu,0,0,Free,Sunny,21.78942997681736,5.0,Q-Complex I,0,6.432072112819764,2074.0,0,0,39.79579783855243
Thu,0,0,₹300,Cloudy,29.85082677894009,11.0,Q-Complex II,0,7.046317487497815,4149.0,0,0,75.9506273653382
Sat,0,0,Senior,Sunny,34.06677018253513,11.0,Special Entry,0,6.36923583235323,2441.0,1,0,60.921099637081035
Sat,0,0,Senior,Cloudy,22.958729065826947,6.0,Q-Complex I,0,8.319082863750603,3994.0,1,0,53.85772407492502
Thu,0,1,Free,Sunny,28.09251634913507,21.0,Vaikuntam,0,9.555414964443177,3888.0,0,0,100.20397096680264
Wed,0,1,Free,Rainy,22.27837482111181,17.0,Special Entry,0,11.556465277138884,4563.0,0,0,98.65415977822501
Thu,0,0,VIP,Sunny,33.02183176503596,11.0,Q-Complex I,0,8.163696935768963,2813.0,0,0,58.121491034277874
Mon,0,0,Free,Rainy,23.713759197027073,5.0,Vaikuntam,0,8.756346239319313,1619.0,0,0,33.099445089657245
Sat,0,0,₹300,Sunny,32.29917952721478,9.0,Q-Complex I,0,3.2065926717341613,3100.0,1,0,55.60291964819139
Mon,1,0,₹300,Rainy,32.099606079106785,9.0,Q-Complex I,0,7.66157601799544,3688.0,0,0,61.5999457077428
Mon,1,0,Free,Sunny,25.45920337501031,15.0,Vaikuntam,0,6.805342589747445,4762.0,0,0,81.93799407978412
Sat,0,0,VIP,Sunny,29.72732598935472,13.0,Q-Complex II,0,6.0143095073424995,1771.0,1,1,59.35019471054951
Sun,0,0,VIP,Sunny,24.537059792350096,5.0,Q-Complex I,0,8.572534535836107,4042.0,1,0,69.00609140307283
Tue,0,0,VIP,Cloudy,26.51758906044871,,Q-Complex I,0,7.9369941037847775,3963.0,0,0,72.67006122999327
Mon,1,0,VIP,Sunny,35.41432773529313,12.0,Q-Complex II,0,5.852972790915083,5422.0,0,0,95.94440337888811
Wed,0,0,Senior,Sunny,26.9187205443182,10.0,Special Entry,0,8.599969148521856,3048.0,0,0,63.32407648108459
Wed,0,1,Senior,Rainy,28.063027069492847,19.0,Vaikuntam,0,11.065167857768483,5662.0,0,0,111.8026032979116
Wed,0,0,VIP,Cloudy,26.075720811227455,8.0,Special Entry,0,12.818239277193456,2261.0,0,1,55.74844649874979
Thu,0,0,₹300,Cloudy,32.12185185834919,5.0,Q-Complex I,0,5.065952967479117,3260.0,0,0,53.969408374788294
Mon,1,0,₹300,Sunny,33.82840626754073,10.0,Q-Complex I,0,5.251352705205759,3292.0,0,0,69.58908187429645
Sun,0,0,₹300,Cloudy,32.44745811024966,4.0,Q-Complex I,0,6.85892167920848,3822.0,1,0,57.349227990181255
Sat,0,0,₹300,Rainy,25.63777423532349,11.0,Q-Complex II,0,8.600431182488126,2936.0,1,0,59.89960951220844
Fri,0,0,Senior,Sunny,32.77679977030297,9.0,Vaikuntam,0,9.218056104701208,3018.0,0,0,70.8400434068022
Mon,0,0,₹300,Rainy,22.307746223367197,3.0,,0,6.106241818684891,2744.0,0,0,38.20142474829703
Tue,0,0,Free,Sunny,35.22134407326034,9.0,Q-Complex I,0,5.884333257977649,3585.0,0,1,65.34715007994926
Thu,0,0,VIP,Cloudy,23.89859609383083,12.0,Q-Complex II,0,5.698618500744669,1884.0,0,1,60.384159437705215
Thu,0,0,₹300,Cloudy,30.756204886473554,6.0,Vaikuntam,0,6.269004361915549,3282.0,0,0,50.33239296499073
Sat,0,0,₹300,Sunny,33.23108018852437,6.0,Q-Complex II,0,13.531516581343467,2376.0,1,1,55.438120490823074
Tue,0,1,VIP,Rainy,28.85772246853716,23.0,Q-Complex I,0,9.288285062829825,3692.0,0,0,106.37224312492134
Mon,0,0,VIP,Sunny,22.75384087687621,7.0,Q-Complex I,0,7.855285454144255,1570.0,0,0,30.800300994697533
Sun,0,1,₹300,Sunny,26.93324714644004,31.0,Vaikuntam,0,8.635557362483041,4549.0,1,1,134.98441153220062
Mon,0,0,Free,Cloudy,28.646376849213492,7.0,Q-Complex I,0,9.2096297904638,3167.0,0,0,53.452229399990635
Sat,0,0,₹300,Cloudy,28.089320880278578,7.0,Vaikuntam,0,7.997747744624377,3085.0,1,1,77.26273502264506
Wed,0,0,Free,Sunny,27.92255555361264,14.0,Special Entry,0,7.550956115876006,2336.0,0,0,69.67452920648962
Mon,0,0,Free,Sunny,32.56571007450542,8.0,Q-Complex II,0,8.397949345639569,4528.0,0,0,67.60261730705038
Tue,0,0,Free,Sunny,35.41324921193774,9.0,Special Entry,0,6.272672688245615,3020.0,0,0,53.10864932458223
Mon,0,0,Free,Sunny,23.61781551627267,10.0,Q-Complex II,1,7.057043845290861,4053.0,0,0,74.05827525781677
Fri,0,0,₹300,Sunny,30.65222484502616,6.0,Q-Complex I,0,8.03333549503963,3402.0,0,0,54.33146987428992
Mon,0,0,₹300,Sunny,29.08357232905074,7.0,Q-Complex II,0,8.034719040415848,3169.0,0,1,63.120230443664404
Fri,1,0,Senior,Sunny,28.29155806735867,18.0,Q-Complex I,0,5.821325351470966,3989.0,0,0,79.2756661560684
Tue,0,0,Free,Cloudy,31.786689871724576,5.0,Vaikuntam,0,6.068773369518622,2764.0,0,0,40.413671371314734
Fri,0,0,VIP,,30.664061679642458,5.0,Special Entry,0,9.045781640648821,2861.0,0,0,42.575186578550365
Thu,0,0,VIP,Sunny,37.49808415261773,6.0,Vaikuntam,0,2.6536235236780588,1938.0,0,1,53.32822574839206
Wed,1,0,Senior,Cloudy,34.39094188421423,10.0,Vaikuntam,1,8.285652563555935,3927.0,0,0,91.71560697214429
Sat,0,0,₹300,Cloudy,26.116216630389545,5.0,Special Entry,0,10.020905560727675,3588.0,1,0,45.96916308538389
Thu,1,0,₹300,Cloudy,34.51072572858356,12.0,Vaikuntam,0,7.880226419077745,4279.0,0,0,82.11626300462187
Thu,1,0,Free,Sunny,33.75167097595677,14.0,Q-Complex I,0,7.505574266939979,4662.0,0,0,92.76849608738732
Wed,0,0,₹300,Sunny,29.983438266263036,8.0,Special Entry,0,4.833580895756651,2710.0,0,0,46.01124549777589
Sat,0,0,₹300,Rainy,32.25399542401163,8.0,Vaikuntam,0,7.80159519481104,4279.0,1,0,65.45320342104291
,0,0,₹300,Sunny,29.646647293386874,,Vaikuntam,0,,3070.0,0,1,55.92972462100219
Fri,0,0,Senior,Sunny,34.916283434251724,6.0,Special Entry,0,8.800901728050569,1672.0,0,0,44.98893727297991
Fri,0,0,₹300,Sunny,33.672895255508564,8.0,Vaikuntam,0,6.833492719329111,2851.0,0,0,48.56440083947065
Sun,0,0,Free,Cloudy,19.266986000884422,9.0,Q-Complex II,0,6.045920257956441,3359.0,1,0,62.84527710461828
Sun,0,0,Senior,Cloudy,25.571093870364813,10.0,Q-Complex II,0,7.004322303895541,3624.0,1,0,59.384021846864954
Thu,0,0,Senior,Rainy,26.34869023303775,9.0,Special Entry,0,5.855990114279242,2578.0,0,0,41.455654652646174
Sun,0,0,Senior,Cloudy,30.915768257845386,6.0,Special Entry,0,8.370955309453562,3316.0,1,0,44.05992894710415
Wed,0,0,Senior,Rainy,19.771796468221645,5.0,Q-Complex II,0,8.048247303208496,2719.0,0,0,43.72041587515907
Wed,0,0,Free,Rainy,26.5273312492926,2.0,Special Entry,0,7.375159408281421,2198.0,0,0,35.28352786994791
Thu,0,0,Senior,Sunny,28.534952179136123,10.0,Vaikuntam,0,9.532680658582564,,0,1,71.52223785804314
Sun,0,0,VIP,Sunny,33.031241836645904,13.0,Q-Complex I,0,8.781077462792274,3001.0,1,0,69.05841427678911
Sat,0,0,₹300,Sunny,26.03391442958875,12.0,Q-Complex II,0,8.437843502405746,2850.0,1,0,69.6595065461232
Wed,0,0,Free,Sunny,26.452074770423074,8.0,Q-Complex I,0,3.302584000791683,3822.0,0,0,50.542760701618825
Sun,0,0,VIP,Sunny,31.762105124929384,8.0,Special Entry,0,5.939969552966639,4357.0,1,1,77.10398965490094
Wed,0,0,₹300,Sunny,28.785869680945797,4.0,Vaikuntam,0,5.444027502335275,2760.0,0,0,30.083030884591686
Sun,1,0,VIP,Cloudy,33.151186687021635,10.0,Vaikuntam,0,8.634656855164938,2431.0,1,1,67.43932567968646
Mon,1,0,VIP,Cloudy,33.58552083218702,15.0,Special Entry,0,5.713864799285396,2698.0,0,0,65.18232252433553
Fri,0,1,₹300,Rainy,22.923662845719974,21.0,Q-Complex II,1,10.77996473319444,6256.0,0,0,138.20687370164634
Mon,1,0,VIP,Cloudy,24.944895808084375,14.0,Special Entry,0,6.239383176855825,3696.0,0,1,83.64713977223266
Sun,1,0,VIP,Cloudy,34.1029377526451,7.0,Vaikuntam,0,5.8682617754886355,3914.0,1,0,64.78201091985817
Tue,0,0,VIP,Sunny,28.31818155413887,11.0,Q-Complex II,0,9.322673831803666,2998.0,0,0,67.47568346968765
Mon,0,0,Senior,Cloudy,24.035553204684955,4.0,Vaikuntam,0,9.636627919515101,2446.0,0,0,35.28644080489275
Sun,0,1,VIP,Cloudy,31.804430292922966,20.0,Q-Complex I,0,9.04823003149747,5310.0,1,1,122.8511587447559
Sun,1,0,Free,Sunny,31.132279802059,13.0,Special Entry,0,6.4122499671077575,3304.0,1,0,68.40125478140638
Sun,0,0,₹300,Sunny,29.787115767284956,10.0,Q-Complex I,0,8.13668935156141,2272.0,1,0,53.72350544903596
Fri,0,0,₹300,Sunny,27.89165471523556,13.0,Q-Complex I,0,6.298215092304944,3297.0,0,0,71.81930032297912
Sun,0,0,Senior,Sunny,33.35542412093558,10.0,Q-Complex II,0,5.6134382717288,2873.0,1,0,56.77716662073889
Wed,0,0,VIP,Sunny,36.52237085734087,10.0,Q-Complex II,0,2.7554733341702375,2908.0,0,1,59.278244539311345
Sat,0,0,Free,Sunny,29.893815868751776,11.0,Vaikuntam,0,7.230137680641953,2781.0,1,1,74.31273265618213
Fri,0,0,Senior,Sunny,26.51673552568503,6.0,Special Entry,0,4.676246407793064,3000.0,0,0,49.88694169175268
Thu,0,0,VIP,Cloudy,29.8145134877111,10.0,Q-Complex I,0,5.015266570532978,2302.0,0,0,48.05751859733133
Wed,0,0,Free,Cloudy,31.877484229781714,10.0,Q-Complex I,0,6.77368860189493,3013.0,0,0,58.35650393205245
Tue,0,0,Free,Sunny,,11.0,Vaikuntam,0,6.4816431317935,3684.0,0,0,74.25311528317837
Wed,0,0,₹300,Cloudy,30.493639521096124,9.0,Vaikuntam,0,7.484367987308478,3464.0,0,0,63.15755420777477
Mon,0,0,₹300,Sunny,29.532151158971192,5.0,Q-Complex I,0,6.790456048503098,3860.0,0,1,64.72659147962149
Mon,0,1,Senior,Sunny,39.02075004247532,22.0,Special Entry,0,7.682811625770638,5600.0,0,1,125.16673370681576
Mon,0,0,₹300,Sunny,32.57938907165108,8.0,Q-Complex I,0,8.026151757702543,3305.0,0,0,52.594547984799505
Sat,0,0,Senior,Sunny,28.99112014604975,5.0,Q-Complex I,0,8.364418595914172,3540.0,1,0,62.68388610769442
Tue,0,0,₹300,,31.633573667002214,16.0,Q-Complex II,0,4.517887670539056,2033.0,0,0,47.37551672170966
Mon,0,0,Senior,Sunny,25.275496992353755,6.0,Q-Complex I,0,9.963440464827135,2010.0,0,0,39.714849293810545
Mon,0,0,Free,Cloudy,25.271401109665167,4.0,Q-Complex I,0,7.917781322702024,3320.0,0,0,43.98524408387685
Mon,0,0,₹300,Sunny,32.74184127367047,16.0,Special Entry,0,6.317597195957053,3275.0,0,0,69.26149742822643
Sun,0,0,Free,Sunny,27.948700600766863,6.0,Special Entry,0,6.880209531596594,2287.0,1,0,43.58890249625475
Sat,0,0,Free,Sunny,30.082650460071452,8.0,Special Entry,0,9.169380303680093,2080.0,1,0,48.10329182291679
Sun,1,1,Senior,Sunny,31.981201411122353,23.0,Q-Complex I,0,5.589361313293696,7483.0,1,1,148.9961543588485
Sat,0,0,Senior,Cloudy,29.486210137337316,9.0,,0,5.138283230579584,3315.0,1,0,48.41825685822416
Sun,0,0,VIP,Cloudy,30.051886024958804,9.0,Q-Complex I,0,5.795467937667034,3132.0,1,0,50.41845684765466
Sat,0,0,VIP,Sunny,28.777879194841823,8.0,Vaikuntam,0,10.145069520796378,4124.0,1,0,62.84164230125036
Sun,0,0,Senior,Cloudy,28.721978774353392,7.0,Vaikuntam,0,6.358425718207057,2129.0,1,0,47.20367084598595
Sun,0,0,VIP,Rainy,30.110590708091166,9.0,Q-Complex I,0,6.4250146249498385,3847.0,1,0,69.19714838584764
Mon,0,0,₹300,Rainy,28.10220015260325,10.0,Vaikuntam,0,1.3992530277531179,2221.0,0,1,47.6247190163488
Tue,0,0,VIP,Sunny,27.511183567413187,5.0,Q-Complex I,0,8.587038190777957,2706.0,0,0,43.356143260731294
Mon,1,0,Senior,Rainy,28.193971440659027,9.0,Special Entry,0,8.393091651975165,3830.0,0,0,81.26797832069771
Fri,0,0,Free,Sunny,24.837338446454815,7.0,Special Entry,1,6.284679075298203,3284.0,0,1,67.36774248377412
Fri,0,0,,Cloudy,27.16173649900045,6.0,Special Entry,0,10.235952784047953,2517.0,0,0,52.77946719259032
Mon,0,0,Senior,Sunny,33.662852087952764,5.0,Q-Complex I,0,8.608553996033816,3563.0,0,0,60.638677338266106
Fri,0,0,Free,Cloudy,37.14455842055963,9.0,Special Entry,0,5.1910351665603685,3158.0,0,1,65.4634107629952
Sun,0,0,₹300,Sunny,31.669097999360346,7.0,Q-Complex II,0,7.77390114189531,2040.0,1,0,44.91227457825943
Sat,0,0,Senior,Sunny,26.84957580498702,6.0,Special Entry,0,7.914234461528358,2572.0,1,0,44.55026570146631
Sun,1,0,Free,Sunny,22.16131648354328,11.0,Special Entry,0,4.809739441603483,4859.0,1,0,78.14530509702874
Wed,0,1,₹300,Sunny,33.92070430903777,17.0,Special Entry,0,4.422547658137811,5090.0,0,0,96.6401366060629
Fri,0,0,Free,Cloudy,27.805541671829282,9.0,Q-Complex I,0,8.08230613277162,2734.0,0,0,54.24253599920056
Tue,0,0,VIP,Sunny,24.093907194455937,4.0,Vaikuntam,0,9.628777552656707,3520.0,0,0,54.09444963626384
Sun,0,0,VIP,Sunny,34.57506250853976,5.0,Q-Complex I,0,8.239465918786587,2623.0,1,1,41.93663984636919
Mon,0,0,₹300,Cloudy,24.751782996251052,3.0,Vaikuntam,0,6.114269625051505,4574.0,0,0,54.47270644906675
Tue,0,0,₹300,Sunny,35.97218363927072,12.0,Special Entry,0,6.780254331854668,3359.0,0,0,78.05177363845456
Tue,1,0,₹300,Rainy,31.144280394043605,15.0,Q-Complex I,0,7.082693711968959,3451.0,0,0,77.05255845485297
Thu,0,0,Free,Cloudy,31.31435700327707,5.0,Special Entry,0,10.73423584634993,4084.0,0,0,64.40953603879126
Fri,1,0,,Sunny,27.634386593994908,11.0,Special Entry,0,5.745088601436283,4381.0,0,1,87.69693002733753
Wed,0,0,Senior,Cloudy,30.33396067330707,7.0,Q-Complex I,0,7.340058660372521,3523.0,0,0,52.34975697863356
Thu,1,0,Senior,Cloudy,29.53084804787461,7.0,Vaikuntam,0,5.295842344292583,,0,0,52.591666737270835
Mon,1,0,Senior,Cloudy,20.430079923229165,14.0,Q-Complex I,0,6.0932130434496665,3776.0,0,0,80.9685237119595
Tue,0,1,VIP,Cloudy,32.551093727878,19.0,Q-Complex II,0,7.657074117549073,5213.0,0,0,103.49102030589127
Mon,1,0,VIP,Sunny,30.95885167141661,18.0,Q-Complex I,0,6.7495883483296595,4912.0,0,0,105.0334002348846
Sun,0,0,Senior,Cloudy,27.09335846758936,7.0,Q-Complex II,0,8.049082453130781,3259.0,1,0,63.0548347019912
Thu,1,0,Free,Sunny,27.359572643600778,8.0,Q-Complex I,0,4.719209758960243,3943.0,0,1,80.92128521120938
Tue,0,0,₹300,Sunny,27.839526528618734,7.0,Vaikuntam,0,3.332463902179493,3500.0,0,0,47.99379542830565
Sun,1,0,₹300,Sunny,28.281596966041864,18.0,Q-Complex II,0,5.793172888541453,3357.0,1,0,78.53442129124083
Sat,0,0,Free,Cloudy,27.63062056539749,9.0,Q-Complex II,0,9.715371524810626,2122.0,1,0,43.518214021269934
Fri,0,0,₹300,Sunny,30.521016537589936,6.0,Vaikuntam,0,5.8852016989584195,2738.0,0,1,50.63908287755146
Fri,1,0,Free,Sunny,35.443325246953314,8.0,Q-Complex I,0,8.954203897258266,3259.0,0,0,59.62800679720201
Wed,0,1,Free,Cloudy,20.81140798818009,14.0,Q-Complex I,0,8.919306324534912,4383.0,0,0,85.75296059919917
Sun,0,0,Free,Sunny,36.34426921582089,5.0,Q-Complex II,0,7.89972109132992,3763.0,1,0,55.17315620783207
Mon,1,0,₹300,Sunny,39.92753008453959,19.0,Q-Complex I,0,6.052914009804406,4307.0,0,0,95.9928028023365
Thu,0,0,Senior,Cloudy,37.37410780955662,15.0,Special Entry,0,9.396696311029142,2924.0,0,0,69.48660807331285
Sat,1,0,VIP,Sunny,29.551230577658153,13.0,Q-Complex II,0,8.40374641902077,4646.0,1,0,91.24659531796168
Tue,1,0,VIP,Sunny,34.28793413365261,10.0,Q-Complex I,0,9.204053484404756,4998.0,0,0,95.82952443672562
Mon,0,0,Free,Sunny,36.86779725141334,8.0,Q-Complex I,0,5.158729334324696,3969.0,0,1,73.75489145602687
Sun,0,0,VIP,Rainy,27.880215735929212,10.0,Special Entry,0,10.403480034647405,2209.0,1,1,67.14727191286153
Wed,0,0,₹300,Sunny,20.742174807315845,7.0,Special Entry,0,7.216571424084606,3437.0,0,0,62.54970744089044
Sun,0,0,Free,Sunny,36.65388807861334,14.0,Q-Complex II,0,10.774258306865832,3858.0,1,0,81.61579022744154
Fri,0,0,VIP,Sunny,28.05195140411122,8.0,Q-Complex I,0,8.544492306757624,1951.0,0,0,46.86096435911487
Tue,0,0,Free,Rainy,25.835678205218226,2.0,Special Entry,0,2.9804580630920148,2771.0,0,0,40.434105960861714
Wed,0,0,Free,Sunny,37.71201383706888,11.0,Vaikuntam,0,8.050352601333019,3058.0,0,0,58.54175088024249
Sun,0,0,Senior,Sunny,32.447677913017344,10.0,Vaikuntam,0,5.876308038150079,2932.0,1,0,63.25590911836
Wed,0,0,VIP,Sunny,31.705689380739894,6.0,Q-Complex I,0,6.6018991995970016,3399.0,0,0,45.48378483063965
Sun,0,0,Senior,Sunny,31.183562077322875,9.0,Special Entry,0,5.873362996127032,2454.0,1,1,56.287381058876456
Mon,1,0,₹300,Sunny,36.90285606697943,13.0,Vaikuntam,0,3.487207438674432,4302.0,0,0,81.30999047983596
Thu,0,0,VIP,Cloudy,24.82418930200077,7.0,Special Entry,0,8.92878890037893,3355.0,0,1,66.60625348561331
Sun,0,0,Senior,Sunny,24.068722116663082,8.0,Q-Complex I,0,6.529380827928969,3380.0,1,1,58.00752068519005
Wed,0,0,Free,Sunny,31.670222187267335,6.0,Q-Complex I,0,6.942557868599048,3195.0,0,0,58.065559264331554
Thu,0,1,₹300,Sunny,28.939597348598674,22.0,Special Entry,0,10.796574036791956,4594.0,0,0,112.67410298969652
Mon,0,0,VIP,Sunny,35.413842459648095,8.0,Vaikuntam,0,9.349086145242778,3035.0,0,0,60.527879684929886
Sun,0,0,Senior,Sunny,33.38078341782668,9.0,Q-Complex II,0,6.172840177563591,4222.0,1,0,58.0779454059103
Thu,1,0,Free,Sunny,29.80541470593969,11.0,Special Entry,0,3.973183851041231,3316.0,0,0,67.69004896357335
Wed,0,0,VIP,Rainy,28.39152131901616,5.0,Q-Complex I,0,5.24783621408325,1991.0,0,0,40.618654279970215
Sun,0,0,₹300,Cloudy,32.92757428617505,6.0,Vaikuntam,1,7.340742738313731,3456.0,1,0,69.14120860017906
Sun,0,1,Free,Cloudy,26.068314000635493,15.0,Vaikuntam,0,8.519949922601826,7065.0,1,0,121.10959978485646
Sat,0,0,Senior,Cloudy,29.905190801168146,6.0,Special Entry,0,4.650709567887366,2491.0,1,1,50.7075739778445
Mon,0,0,₹300,Sunny,31.535847077248157,5.0,Vaikuntam,0,8.496812631824982,3322.0,0,0,42.08730407565634
Wed,1,0,Senior,Cloudy,27.331879134485106,8.0,Special Entry,0,6.0584778357695,3675.0,0,0,67.79699580821168
Tue,0,0,Senior,Sunny,34.3128349638738,8.0,Vaikuntam,0,5.962870667173085,2984.0,0,0,54.17129790487315
Mon,0,0,Senior,Sunny,24.848919959049276,3.0,Vaikuntam,0,7.684927973200765,2644.0,0,0,35.34547213671499
Tue,0,0,Free,Sunny,34.95374630618295,17.0,Special Entry,0,5.935306814937175,4107.0,0,0,78.25700512715999
Sat,1,0,₹300,Sunny,27.45889277684227,17.0,Q-Complex I,1,8.674348770605096,4953.0,1,0,119.36471191273908
Sun,0,0,₹300,Rainy,30.194536402818855,7.0,Q-Complex II,0,5.743405507888514,2065.0,1,0,35.797622634293035
Sat,0,0,Senior,Sunny,27.541046559640417,9.0,Q-Complex II,0,11.630876648677052,2402.0,1,0,57.51590409519733
Wed,0,0,₹300,Sunny,27.46688750435324,9.0,Special Entry,0,7.102485435765421,2780.0,0,0,50.68018604560918
Sat,0,0,Senior,Cloudy,34.92917152626845,9.0,Special Entry,0,6.827319243137849,3653.0,1,0,58.573724082269095
Sat,0,0,Free,Cloudy,22.803922440093118,5.0,Special Entry,0,6.380092618831695,3468.0,1,0,49.11240845140526
Fri,0,0,₹300,Sunny,30.14546663787303,7.0,Vaikuntam,0,7.5160092160327245,2151.0,0,0,38.89291798069568
Sun,0,0,VIP,Cloudy,27.365742400236808,11.0,Vaikuntam,0,4.168157859910497,3372.0,1,0,62.08548039303791
Mon,0,0,VIP,Cloudy,28.671774992039094,10.0,Q-Complex II,0,6.164601230634253,3529.0,0,1,80.2017861274581
Thu,0,0,₹300,Sunny,32.173976919316075,7.0,Q-Complex I,0,6.687853062378989,2327.0,0,0,35.192470111043114
Wed,0,0,Senior,Sunny,25.073482415552057,6.0,Vaikuntam,0,9.506233710261238,2659.0,0,0,52.624015692003944
Sun,0,0,Free,Sunny,27.420613082877257,3.0,Vaikuntam,0,3.859851476381226,2171.0,1,0,34.17954899487511
Thu,0,0,Senior,Sunny,32.20124041980935,5.0,Special Entry,0,5.10627202489231,2506.0,0,0,42.328769381242154
Fri,0,0,Senior,Sunny,33.629543340937175,10.0,Vaikuntam,0,9.75155466025965,4161.0,0,0,73.02941913254571
Wed,0,0,VIP,Sunny,21.33840428347858,8.0,Q-Complex I,0,4.240997639040886,3966.0,0,0,60.505609410242926
Fri,1,0,Free,Sunny,29.989018759315886,11.0,Vaikuntam,0,10.578094062427288,4769.0,0,0,95.44647058429953
Tue,0,0,₹300,Sunny,30.096536398658767,5.0,Special Entry,0,6.815043867765491,3244.0,0,0,41.202340534141406
Sat,1,0,₹300,Sunny,37.891508160415285,16.0,Q-Complex II,0,8.82149829706986,3287.0,1,0,76.84575780964647
Tue,0,0,Free,Cloudy,34.87680091978781,9.0,Q-Complex II,0,7.285911254175891,3377.0,0,0,57.25947473194443
Sat,0,1,₹300,Sunny,31.68482948949467,14.0,Q-Complex I,0,10.406460159190694,5554.0,1,0,122.7472364020671
